district	subdistrict	school	village	Unnamed: 5	latitude	longitude	Unnamed: 8	Unnamed: 9	gender resp	Head_Household	age resp	clan	subclan	educ	hh_ppl	hh_male	hh_female	hh_children_size	Unnamed: 23	Unnamed: 24	Unnamed: 30	Unnamed: 32	Unnamed: 38	Unnamed: 40	Unnamed: 46	Unnamed: 48	Unnamed: 54	Unnamed: 56	Unnamed: 62	Unnamed: 64	Unnamed: 70	Unnamed: 72	Unnamed: 78	Unnamed: 80	Unnamed: 86	Unnamed: 88	Unnamed: 94	Unnamed: 96	Unnamed: 102	residency	Unnamed: 105	Unnamed: 111	primaryincome	otherincome	incomerange	Unnamed: 115	Unnamed: 121	instability_factor1	instability_factor2	instability_factor3	instability_factor4	instability_factor5	instability_factor6	instability_factor7	instability_factor8	instability_factor9	instability_factor10	instability_factor11	instability_factor12	instability_factor13	instability_factor14	instability_factor15	instability_factor16	instability_factor17	Unnamed: 139	security	armed_extremism	social_cohesion	decision_making	Unnamed: 147	systm1	systm2	systm3	systm4	systm5	systm6	systm7	systm8	systm9	Unnamed: 157	Unnamed: 158	Unnamed: 162	Unnamed: 163	Unnamed: 167	Unnamed: 168	Unnamed: 172	Unnamed: 173	Unnamed: 177	Unnamed: 178	Unnamed: 182	Unnamed: 183	Unnamed: 187	Unnamed: 188	Unnamed: 192	Unnamed: 193	Unnamed: 197	Unnamed: 198	Unnamed: 202	Unnamed: 203	trust1	trust2	trust3	trust4	trust5	trust6	trust7	trust8	Unnamed: 212	trust_obstacles1	trust_obstacles2	trust_obstacles3	trust_obstacles4	trust_obstacles5	trust_obstacles6	trust_obstacles7	trust_obstacles8	trust_obstacles9	trust_obstacles10	engagement	indicator1	expind1	indicator2	indicator3	indicator4	Unnamed: 229	Unnamed: 230	Unnamed: 231	Unnamed: 232	Unnamed: 233	Unnamed: 234	Unnamed: 235	Unnamed: 236	Unnamed: 237	Unnamed: 238	Unnamed: 239	Unnamed: 240	Unnamed: 241	Unnamed: 242	Unnamed: 243	gender HHH	female_sch_pourc	male_sch_pourc	child_sch_pourc	female_madr_pourc	male_madr_pourc	child_madr_pourc	female_form_pourc	male_form_pourc	child_form_pourc	max_distance	max_distance_male	max_distance_fem	conflict_driver Land issues	conflict_driver Clan tension	conflict_driver Political tension	conflict_driver Crime (robbery,...)	conflict_driver Gender based violence	conflict_driver Terrorist attacks	conflict_driver Access to grazing area	conflict_driver Access to water	conflict_driver Business competition	instability_driver Conflict	instability_driver Governance	instability_driver Clan tension	instability_driver Security in general	instability_driver Drought	instability_driver Flood	instability_driver Level of incomes	instability_driver Access to education	instability_driver Access to health	instability_driver Access to water	instability_driver Access to justice	instability_driver Access to land	need Health	need Education	need Security	need Protection	need Food and Nutrition	need Roads	need Water and sanitation	foodsect FGS	foodsect FMS	foodsect Governor	foodsect DC	foodsect Elders	foodsect UN	foodsect NGO	educt FGS	educt FMS	educt Governor	educt DC	educt Elders	educt UN	educt NGO	inft FGS	inft FMS	inft Governor	inft DC	inft Elders	inft UN	inft NGO	healtht FGS	healtht FMS	healtht Governor	healtht DC	healtht Elders	healtht UN	healtht NGO	sect FGS	sect FMS	sect Governor	sect DC	sect Elders	sect UN	sect NGO	justt FGS	justt FMS	justt Governor	justt DC	justt Elders	justt UN	justt NGO	watt FGS	watt FMS	watt Governor	watt DC	watt Elders	watt UN	watt NGO	empt FGS	empt FMS	empt Governor	empt DC	empt Elders	empt UN	empt NGO	shelt FGS	shelt FMS	shelt Governor	shelt DC	shelt Elders	shelt UN	shelt NGO
Kismayo	QamQam	Qamqam Primary School	Qamqam	-0.2025449 42.6048187 -14.0 5.0	-0.2025449	42.6048187	-14.0	5.0	Male	Yes	27	Daarod	Other	Quranic	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Host Community	0	0	Petty business	0	70	0	0	3	2	4	4	Key determinant of instability	Key determinant of instability	4	Key determinant of instability	Not determinant of instability	3	Not determinant of instability	3	3	4	3	Not determinant of instability	Not determinant of instability	0	Very Good	Slightly increased	Very Good	4	0	Slightly increased	Slightly increased	Slightly increased	Slightly increased	Significantly increased	Slightly increased	No change	Slightly increased	Slightly increased	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	3	3	4	Very Good	Very Good	Very Good	0	Not important at all	Very important	Not important at all	Not important at all	Somehow important	Very important	Not important at all	Somehow important	Very important	Not important at all	Slightly increased	Positive	Well, I think the state forces have improved the security in general which was quite good for the implementation of different projects in area	4	Very Optimistic	2	14:12:00.000+03:00	17/06/2022	0	300004097	2887774d-3394-4db9-8ad0-c57bba98d772	44729.8271875	0	0	submitted_via_web	0	0	565	Cabdikarin Muxumad	Qamqam	Keep	Male										0.0			0	0	1	0	2	0	3	5	4	0	0	0	0	2	3	1	0	4	5	0	0	2	0	0	0	0	0	3	0	3	0	1	0	2	0	0	3	0	2	0	1	0	0	3	0	2	0	0	1	0	3	2	1	0	0	0	0	3	0	1	2	0	0	0	3	0	2	1	0	0	0	3	2	1	0	0	0	0	3	2	1	0	0	0	0	3	0	2	0	0	1
Kismayo	QamQam	Qamqam Primary School	Qamqam	-0.2025773 42.6045971 -21.0 4.9	-0.2025773	42.6045971	-21.0	4.9	Female	Yes	35	Hawiye	Other	Quranic	10	5	5	2	0	0	Quranic institution	0	Quranic institution	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Host Community	0	0	Petty business	0	150	0	0	2	Not determinant of instability	3	4	4	Key determinant of instability	4	Key determinant of instability	Not determinant of instability	2	Not determinant of instability	4	2	4	3	Not determinant of instability	Not determinant of instability	0	Very Good	Significantly increased	Very Good	4	0	Slightly increased	Slightly increased	Slightly increased	No change	Significantly increased	Significantly increased	Slightly increased	No change	Slightly increased	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	2	3	3	Very Good	4	Very Good	0	Not important at all	Somehow important	Not important at all	Not important at all	Somehow important	Determinant	Not important at all	Somehow important	Very important	Not important at all	Slightly increased	Positive	I think the security improvement made by the government has eased us to have effective accessibility of education in the region though we have poor service delivery in the school	4	Very Optimistic	2	14:50:00.000+03:00	17/06/2022	0	300004099	de4d777b-29da-4bf7-97a2-b44f9c66ee77	44729.8271990741	0	0	submitted_via_web	0	0	566	Cabdikarin Muxumad	Qamqam	Keep	Female	100.0	100.0	100.0	100.0	100.0	100.0	0.0	0.0	0.0	0.7	0.7	0.7	0	0	2	0	1	0	3	5	4	0	0	0	0	3	2	0	0	4	5	0	1	2	0	0	0	0	0	3	0	3	0	0	0	2	1	0	3	0	2	0	0	1	0	3	1	2	0	0	0	0	3	0	2	0	0	1	1	3	0	0	2	0	0	0	3	0	2	1	0	0	0	3	2	1	0	0	0	0	3	2	1	0	0	0	0	3	0	2	1	0	0
Jamaame	Yontoy	Yontoy Primary School	Yontoy	-0.1172503 42.5648637 -21.0 5.0	-0.1172503	42.5648637	-21.0	5.0	Female	Yes	27	Hawiye	Galjacel	Some primary	5	2	3	3	0	0	0	0	0	0	Yontooy Primary School	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IDP	0	Drought	Farming	0	90	0	0	2	Not determinant of instability	4	Key determinant of instability	4	Key determinant of instability	Key determinant of instability	Key determinant of instability	Key determinant of instability	2	Not determinant of instability	Key determinant of instability	Key determinant of instability	Key determinant of instability	Key determinant of instability	Key determinant of instability	4	0	4	Significantly decreased	4	4	0	Slightly increased	Significantly increased	Slightly decreased	Slightly increased	Slightly increased	Slightly increased	Significantly increased	Slightly decreased	Slightly increased	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	Very Good	4	4	3	4	Very Good	Very Good	0	Not important at all	Very important	Very important	Not important at all	Somehow important	Very important	Not important at all	Somehow important	Somehow important	Somehow important	Slightly increased	Positive	"1. building schools
2.expand educational activities"	Very Optimistic	4	Very Optimistic	14:10:00.000+03:00	17/06/2022	0	300005806	3a5414a3-9d40-4ad0-ac99-e2614dffe918	44729.8339583333	0	0	submitted_via_web	0	0	567	Cabdi Adan	Yontoy	Keep	Female	50.0	0.0	33.33333333333333	0.0	0.0	0.0	50.0	0.0	33.33333333333333	0.3	0.0	0.3	5	0	4	0	0	3	0	2	0	0	0	0	5	4	0	0	2	3	1	0	0	2	0	3	0	0	0	0	1	2	0	0	0	3	0	1	2	0	0	0	3	0	2	1	0	0	0	3	0	0	2	0	1	0	3	0	2	3	0	0	1	0	0	0	3	0	2	1	0	0	0	3	0	1	0	2	0	0	2	0	1	0	3	0	0	2	0	1	0	3	0
Jamaame	Yontoy	Yontoy Primary School	Yontoy	-0.1171061 42.5649849 -27.0 4.833	-0.1171061	42.5649849	-27.0	4.833	Female	Yes	24	Jajeer	Other	Quranic	6	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IDP	0	Drought	Farming	0	60	0	0	2	Not determinant of instability	Key determinant of instability	Key determinant of instability	4	Key determinant of instability	Key determinant of instability	Key determinant of instability	Not determinant of instability	2	2	Key determinant of instability	Key determinant of instability	2	Key determinant of instability	Key determinant of instability	4	0	Very Good	Significantly decreased	4	Very Good	0	Slightly increased	Significantly increased	Slightly increased	Slightly increased	Slightly increased	Slightly increased	Slightly increased	Slightly decreased	Slightly increased	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	4	Very Good	3	3	4	Very Good	0	Not important at all	Very important	Very important	Very important	Somehow important	Very important	Somehow important	Somehow important	Somehow important	Not important at all	Slightly decreased	Positive	1. prepare training and workshop on impoving education sectors	Very Optimistic	Very Optimistic	Very Optimistic	14:39:00.000+03:00	17/06/2022	0	300011105	bea0edca-875f-4a20-9a4e-02fe4206c384	44729.8489814815	0	0	submitted_via_web	0	0	568	Cabdi Adan	Yontoy	Keep	Female	0.0		0.0	0.0		0.0	0.0		0.0	0.0		0.0	5	4	0	0	0	2	0	1	0	0	0	0	5	4	0	3	1	2	0	0	0	2	0	3	0	0	0	0	0	2	0	1	0	3	0	0	2	0	1	0	3	0	0	2	0	1	0	3	0	0	2	0	1	0	3	0	2	3	0	1	0	0	0	0	3	0	1	2	0	0	0	3	0	1	0	2	0	0	2	0	1	0	3	0	0	2	0	0	0	3	1
Jamaame	Yontoy	Yontoy Primary School	Yontoy	-0.1171482 42.5652682 -23.0 4.983	-0.1171482	42.5652682	-23.0	4.983	Female	Yes	23	Digil iyo Mirifle	Rahanweyn	No education	5	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IDP	0	Drought	Farming	0	60	0	0	2	Not determinant of instability	Key determinant of instability	Key determinant of instability	4	Key determinant of instability	Key determinant of instability	Key determinant of instability	Not determinant of instability	4	2	4	Key determinant of instability	2	Key determinant of instability	Key determinant of instability	4	0	4	Significantly decreased	4	4	0	Slightly increased	Significantly increased	Slightly increased	Slightly increased	Slightly increased	Slightly increased	Significantly increased	Slightly decreased	Slightly increased	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4	0	Not important at all	Very important	Very important	Not important at all	Somehow important	Very important	Not important at all	Somehow important	Somehow important	Not important at all	Slightly increased	Positive	"1. building construction
2. Awareness for the important of organization"	4	4	4	15:11:00.000+03:00	17/06/2022	0	300049589	31743ecb-1aae-476c-a640-c3f87adb5cdc	44730.1174305555	0	0	submitted_via_web	0	0	569	Cabdi Adan	Yontoy	Keep	Female										0.0			5	0	4	0	0	3	0	2	0	0	0	0	5	4	0	3	1	2	0	0	0	2	0	3	0	0	0	0	0	2	0	1	0	3	0	0	2	0	1	0	3	0	1	2	0	0	0	3	0	1	2	0	0	0	3	0	2	3	0	0	1	0	0	0	2	0	1	3	0	0	0	3	0	1	0	2	0	0	2	0	1	0	3	0	0	2	0	1	0	3	0
Jamaame	Yontoy	Yontoy Primary School	Yontoy	-0.1179955 42.5618246 -34.0 4.2	-0.1179955	42.5618246	-34.0	4.2	Male	Yes	37	Hawiye	Galjacel	Quranic	8	2	6	5	0	0	0	0	0	0	0	0	Yontoy Primary School	0	Yontoy Primary School	0	0	0	0	0	0	0	0	0	0	IDP	0	Drought	Livestock	0	55	0	0	2	2	4	Key determinant of instability	4	Key determinant of instability	Key determinant of instability	Key determinant of instability	Not determinant of instability	4	2	4	4	Key determinant of instability	4	4	4	0	4	Significantly decreased	4	4	0	Slightly increased	Significantly increased	Slightly decreased	Slightly increased	Slightly increased	Slightly increased	Slightly increased	Significantly decreased	Slightly increased	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Very Good	Very Good	4	4	4	3	Very Good	4	0	Not important at all	Very important	Somehow important	Not important at all	Somehow important	Very important	Not important at all	Determinant	Not important at all	Not important at all	Slightly increased	Positive	"1 construction schools
2 teachers training"	Very Optimistic	Very Optimistic	Very Optimistic	15:42:00.000+03:00	17/06/2022	0	300052102	ac43899d-4d2e-4ab5-808a-07b060718e1e	44730.1342592593	0	0	submitted_via_web	0	0	570	Cabdi Adan	Yontoy	Keep	Male	25.0	100.0	40.0	0.0	0.0	0.0	25.0	100.0	40.0	0.1	0.1	0.1	0	0	5	0	0	3	0	4	2	0	0	0	1	5	0	4	0	3	0	2	0	0	0	3	0	2	0	0	1	2	0	0	0	3	0	0	2	0	1	0	3	0	1	2	0	0	0	3	0	1	2	0	0	0	3	0	2	3	0	0	1	0	0	0	3	0	1	2	0	0	3	2	0	1	0	0	0	2	1	0	0	0	3	0	2	0	0	1	0	3	0
Jamaame	Yontoy	Yontoy Primary School	Yontoy	-0.1179362 42.5630424 -30.0 4.78	-0.1179362	42.5630424	-30.0	4.78	Female	Yes	26	Diir	Biyamaal	Quranic	5	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IDP	0	Drought	Other	0	75	0	0	2	Not determinant of instability	Key determinant of instability	4	4	Key determinant of instability	Key determinant of instability	Key determinant of instability	Not determinant of instability	2	2	4	Key determinant of instability	4	Key determinant of instability	Key determinant of instability	4	0	Very Good	Significantly decreased	4	4	0	Slightly increased	Significantly increased	Slightly decreased	Slightly increased	Slightly increased	Slightly increased	Slightly increased	Significantly decreased	Slightly increased	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	3	Very Good	4	4	Very Good	4	0	Not important at all	Very important	Very important	Not important at all	Somehow important	Very important	Not important at all	Not important at all	Not important at all	Not important at all	Slightly increased	Positive	1. expand education programs in all sub-districts in Jubaland somalia	4	Very Optimistic	4	16:13:00.000+03:00	17/06/2022	0	300053070	4af1445b-bee0-4ea1-971a-521a80131c44	44730.1426736111	0	0	submitted_via_web	0	0	571	Cabdi Adan	Yontoy	Keep	Female										0.0			5	0	4	0	0	2	0	0	3	0	0	0	5	4	0	1	2	3	0	0	0	2	0	3	0	0	0	0	2	1	0	0	0	3	0	1	2	0	0	0	3	0	2	1	0	0	0	3	0	2	1	0	0	0	3	0	3	2	0	0	1	0	0	0	3	0	1	2	0	0	2	3	0	1	0	0	0	2	1	0	0	0	3	0	2	0	0	1	0	3	0
Jamaame	Yontoy	Yontoy Primary School	Yontoy	-0.1179809 42.5629664 -33.0 4.7	-0.1179809	42.5629664	-33.0	4.7	Male	Yes	36	Hawiye	Other	Quranic	5	3	2	3	0	0	yontooy primary school	0	yontooy primary school	0	yontooy primary school	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IDP	0	Drought	Other	0	75	0	0	2	2	Key determinant of instability	Key determinant of instability	4	Key determinant of instability	Key determinant of instability	4	Not determinant of instability	2	Not determinant of instability	4	Key determinant of instability	4	Key determinant of instability	Key determinant of instability	4	0	4	Significantly decreased	4	4	0	Slightly decreased	Slightly increased	No change	Slightly increased	Slightly increased	Slightly increased	Slightly increased	Significantly decreased	Slightly increased	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	Very Good	4	Very Good	3	4	Very Good	Very Good	0	Not important at all	Very important	Very important	Not important at all	Somehow important	Very important	Determinant	Not important at all	Not important at all	Not important at all	Slightly increased	Positive	"1. building Schools
2. training teachers"	Very Optimistic	Very Optimistic	Very Optimistic	16:44:00.000+03:00	17/06/2022	0	300054012	b6672500-0e89-4dfb-81cb-20105970bc51	44730.1488773148	0	0	submitted_via_web	0	0	572	Cabdi Adan	Yontoy	Keep	Male	100.0	100.0	100.0	0.0	0.0	0.0	100.0	100.0	100.0	0.1	0.1	0.1	5	3	4	0	0	2	0	0	0	0	0	0	5	4	0	3	2	1	0	0	0	2	0	3	0	0	0	0	2	1	0	0	0	3	0	2	1	0	0	0	3	0	1	3	0	0	0	2	0	2	1	0	0	0	3	0	3	2	0	0	1	0	0	2	1	0	0	3	0	0	0	3	0	2	1	0	0	2	1	0	0	0	3	0	2	1	0	0	0	3	0
Jamaame	Yontoy	Yontoy Primary School	Yontoy	-0.117997 42.5628095 -26.0 4.8	-0.117997	42.5628095	-26.0	4.8	Female	Yes	38	Hawiye	Galjacel	Quranic	14	8	6	5	0	0	0	0	0	0	0	0	0	0	yontooy primary school	0	0	0	0	0	0	0	0	0	0	IDP	0	Drought	Other	0	75	0	0	2	Not determinant of instability	Key determinant of instability	4	Key determinant of instability	Key determinant of instability	Key determinant of instability	Key determinant of instability	Not determinant of instability	Not determinant of instability	2	4	Key determinant of instability	4	Key determinant of instability	Key determinant of instability	4	0	4	Significantly decreased	Very Good	Very Good	0	Slightly increased	Slightly increased	No change	Slightly increased	Slightly increased	Slightly increased	Slightly increased	Significantly decreased	Slightly increased	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	Very Good	Very Good	Very Good	3	3	Very Good	Very Good	0	Not important at all	Very important	Very important	Not important at all	Somehow important	Very important	Not important at all	Not important at all	Not important at all	Not important at all	Slightly increased	Positive	"1. Construction of schools
2.support educational programs"	4	Very Optimistic	Very Optimistic	17:15:00.000+03:00	17/06/2022	0	300055337	3857b867-06c0-4a62-8911-110e12861ef5	44730.1560763889	0	0	submitted_via_web	0	0	573	Cabdi Adan	Yontoy	Keep	Female	0.0	50.0	20.0	0.0	0.0	0.0	0.0	50.0	20.0	0.1	0.1	0.0	0	2	5	0	0	3	0	4	0	0	0	0	1	5	0	4	3	2	0	0	0	2	0	3	0	0	0	0	2	1	0	0	0	3	0	2	1	0	0	0	3	0	2	1	0	0	0	3	0	2	1	0	0	0	3	0	2	3	0	0	1	0	0	0	2	0	1	3	0	0	0	3	0	2	1	0	0	2	1	0	0	0	3	0	1	2	0	0	0	3	0
Jamaame	Yontoy	Yontoy Primary School	Yontoy	-0.118033 42.5626448 -32.0 4.733	-0.118033	42.5626448	-32.0	4.733	Female	Yes	60	Hawiye	Galjacel	Quranic	8	5	3	3	0	0	yontooy primary school	0	yontooy primary school	0	yontooy primary school	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IDP	0	loss of animals	Livestock	0	75	0	0	2	Not determinant of instability	4	Key determinant of instability	4	4	Key determinant of instability	4	Not determinant of instability	2	3	Key determinant of instability	Key determinant of instability	4	Key determinant of instability	Key determinant of instability	4	0	Very Good	Significantly decreased	4	4	0	Slightly decreased	Slightly increased	No change	Slightly increased	Slightly increased	Slightly increased	Slightly increased	Significantly decreased	Slightly increased	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	4	Very Good	4	4	4	Very Good	0	Not important at all	Very important	Very important	Not important at all	Somehow important	Very important	Not important at all	Not important at all	Not important at all	Not important at all	Slightly increased	Positive	awareness campaign for important of education	Very Optimistic	Very Optimistic	4	06:35:00.000+03:00	18/06/2022	0	300056861	8cc5697f-80b1-4c4f-a06a-8100fcb76f5e	44730.1657523148	0	0	submitted_via_web	0	0	574	Cabdi Adan	Yontoy	Keep	Female	100.0	100.0	100.0	0.0	0.0	0.0	100.0	100.0	100.0	0.1	0.1	0.1	3	0	0	0	0	2	5	4	0	0	0	0	5	4	0	0	2	3	1	0	0	2	0	3	0	0	0	0	2	1	0	0	0	3	0	2	1	0	0	0	3	0	2	1	0	0	0	3	0	2	1	0	0	0	3	0	3	2	0	0	1	0	0	0	3	0	1	2	0	0	0	3	0	1	2	0	0	2	1	0	0	0	3	0	2	1	0	0	0	3	0
Jamaame	Yontoy	Yontoy Primary School	Yontoy	-0.1180203 42.5625476 -26.0 4.9	-0.1180203	42.5625476	-26.0	4.9	Female	Yes	35	Hawiye	Galjacel	Quranic	7	2	5	3	0	0	0	0	Yontooy Primary School	0	yontooy primary school	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Host Community	0	loss of livestock	Livestock	0	75	0	0	2	Not determinant of instability	Key determinant of instability	Key determinant of instability	4	Key determinant of instability	4	Key determinant of instability	Not determinant of instability	3	2	Key determinant of instability	Key determinant of instability	Key determinant of instability	4	Key determinant of instability	4	0	Very Good	Significantly decreased	4	4	0	Slightly decreased	Significantly increased	Slightly increased	Slightly increased	Slightly increased	Slightly increased	Slightly increased	Significantly decreased	Slightly increased	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Very Good	Very Good	4	Very Good	3	4	Very Good	Very Good	0	Not important at all	Very important	Very important	Not important at all	Somehow important	Very important	Not important at all	Not important at all	Not important at all	Not important at all	Slightly increased	Positive	"1. implementing policies about education
2. monitor the donors project about education"	Very Optimistic	Very Optimistic	Very Optimistic	07:05:00.000+03:00	18/06/2022	0	300059238	fbb1b528-411b-447e-8afe-b9c98d5c2690	44730.1754513889	0	0	submitted_via_web	0	0	575	Cabdi Adan	Yontoy	Keep	Female	0.0	100.0	66.66666666666666	0.0	0.0	0.0	0.0	100.0	66.66666666666666	0.1	0.1	0.0	5	0	2	0	0	0	4	3	0	0	0	0	5	4	0	3	0	1	2	0	0	2	0	3	0	0	0	0	2	1	0	0	0	3	0	2	1	0	0	0	3	0	2	1	0	0	0	3	0	2	1	0	0	0	3	0	3	2	0	0	1	0	0	0	3	0	1	2	0	0	0	3	0	2	1	0	0	2	1	0	0	0	3	0	2	1	0	0	0	3	0
Jamaame	Yontoy	Yontoy Primary School	Yontoy	-0.1179009 42.5619538 -27.0 4.4	-0.1179009	42.5619538	-27.0	4.4	Female	Yes	36	Hawiye	Other	Quranic	8	7	1	5	0	0	0	0	0	0	0	0	Yontoy Primary School	0	Yontoy Primary School	0	0	0	0	0	0	0	0	0	0	Host Community	0	Drought	Farming	0	75	0	0	2	Not determinant of instability	Key determinant of instability	Key determinant of instability	4	Key determinant of instability	Key determinant of instability	Key determinant of instability	Not determinant of instability	2	3	Key determinant of instability	Key determinant of instability	4	Key determinant of instability	Key determinant of instability	4	0	Very Good	Significantly decreased	4	4	0	Slightly increased	Significantly increased	Slightly increased	Slightly increased	Slightly increased	Slightly increased	Slightly increased	Significantly decreased	Slightly increased	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Very Good	Very Good	4	Very Good	4	4	Very Good	Very Good	0	Not important at all	Very important	Very important	Not important at all	Somehow important	Very important	Not important at all	Somehow important	Not important at all	Not important at all	Slightly decreased	Positive	1. monitoring and implementation educational programs in jubaland state of somalia	Very Optimistic	4	Very Optimistic	07:36:00.000+03:00	18/06/2022	0	300068056	1ecff324-e70f-4be5-988f-30c05e5e4a85	44730.2183217593	0	0	submitted_via_web	0	0	576	Cabdi Adan	Yontoy	Keep	Female		40.0	40.0		0.0	0.0		40.0	40.0	0.1	0.1		5	0	4	0	0	0	3	2	0	0	0	0	0	5	0	4	2	3	0	1	0	2	0	3	0	0	0	0	2	1	0	0	0	3	0	2	1	0	0	0	3	0	3	1	0	0	0	2	0	2	1	0	0	0	3	0	3	2	0	0	1	0	0	0	3	0	1	2	0	0	0	3	0	0	1	0	2	2	1	0	0	0	3	0	2	1	0	0	0	3	0
Jamaame	Yontoy	Yontoy Primary School	Yontoy	-0.118044 42.5621668 -28.0 4.9	-0.118044	42.5621668	-28.0	4.9	Male	Yes	62	Hawiye	Other	Quranic	8	7	1	5	0	0	0	0	0	0	0	0	Yontoy Primary School	0	Yontoy Primary School	0	0	0	0	0	0	0	0	0	0	Host Community	0	drought	Farming	0	75	0	0	2	Not determinant of instability	4	Key determinant of instability	4	Key determinant of instability	Key determinant of instability	Key determinant of instability	Not determinant of instability	3	2	Key determinant of instability	Key determinant of instability	Key determinant of instability	Key determinant of instability	Key determinant of instability	4	0	4	Significantly decreased	4	4	0	Slightly increased	Significantly increased	Slightly decreased	Slightly increased	Slightly increased	Slightly increased	Slightly increased	Significantly decreased	Slightly increased	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	Very Good	Very Good	Very Good	4	4	Very Good	Very Good	0	Not important at all	Very important	Very important	Not important at all	Somehow important	Very important	Not important at all	Not important at all	Not important at all	Not important at all	Slightly increased	Positive	"1.  building schools
2. educational awareness in jubaland"	Very Optimistic	4	4	08:07:00.000+03:00	18/06/2022	0	300073553	165cb250-a1c7-4f1c-961a-b944e64f886d	44730.2371875	0	0	submitted_via_web	0	0	577	Cabdi Adan	Yontoy	Keep	Male		40.0	40.0		0.0	0.0		40.0	40.0	0.1	0.1		5	0	4	0	0	0	0	2	3	0	0	0	5	4	0	0	2	3	1	0	0	2	0	3	0	0	0	0	2	1	0	0	0	3	0	2	1	0	0	0	3	0	2	0	0	1	0	3	0	2	1	0	0	0	3	0	3	2	0	0	1	0	0	0	3	0	1	2	0	0	1	3	0	0	0	2	0	2	1	0	0	0	3	0	2	1	0	0	0	3	0
Jamaame	Yontoy	Yontoy Primary School	Yontoy	-0.1180919 42.5625037 -28.0 4.833	-0.1180919	42.5625037	-28.0	4.833	Female	Yes	36	Diir	Other	Quranic	8	5	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Host Community	0	Drought	Livestock	0	75	0	0	2	Not determinant of instability	Key determinant of instability	Key determinant of instability	Key determinant of instability	4	4	4	Not determinant of instability	4	2	Key determinant of instability	Key determinant of instability	Key determinant of instability	Key determinant of instability	Key determinant of instability	Key determinant of instability	0	Very Good	Significantly decreased	4	4	0	Slightly increased	Significantly increased	Slightly decreased	Slightly increased	Slightly increased	Slightly increased	Significantly increased	Significantly decreased	Slightly increased	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	Very Good	4	Very Good	4	4	Very Good	Very Good	0	Not important at all	Very important	Very important	Not important at all	Somehow important	Very important	Not important at all	Not important at all	Not important at all	Not important at all	Slightly increased	Positive	"1. production of training teachers
2.  building schools"	4	Very Optimistic	4	08:38:00.000+03:00	18/06/2022	0	300079049	fccabdb4-808d-4cfe-a609-41eb5513f5ec	44730.2523842593	0	0	submitted_via_web	0	0	578	Cabdi Adan	Yontoy	Keep	Female	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4	0	5	0	0	3	2	0	0	0	0	0	5	4	0	0	2	3	1	0	0	2	0	3	0	0	0	0	2	1	0	0	0	3	0	2	1	0	0	0	3	0	2	0	0	1	0	3	0	2	1	0	0	0	3	0	3	2	0	0	1	0	0	0	2	0	1	3	0	0	3	2	0	0	0	1	0	2	1	0	0	0	3	0	0	2	0	1	0	3	0
